transaction_id,customer_id,customer_name,product_id,price,product_name,category,purchase_location,city,transaction_date,quantity,payment_method,discount,email,phone,payment_status,masked_email,masked_phone,revenue
29,1,Karen Pollard,109,65000.0,Refrigerator,Home Appliances,online,Hyderabad,2025-06-28,2,Card,0.3,KarenPollard@yahoo.com,7148256363,successful,Kar*********@yahoo.com,71******63,129999.7
30,980,Alexis Andrews,106,80000.0,Sofa,Furniture,online,Delhi,2025-07-10,5,Card,0.05,Alexis8@gmail.com,9601673841,successful,Ale****@gmail.com,96******41,399999.95
31,455,Morgan Wright,107,50000.0,Dining Table,Furniture,offline,Bangalore,2025-06-03,4,NetBanking,0.3,MorganWright@yahoo.com,9826454087,successful,Mor*********@yahoo.com,98******87,199999.7
32,367,Joshua Tate,105,45000.0,Tv,Electronics,offline,Delhi,2025-11-14,4,Cash,0.4,JoshuaTate@outlook.com,9891343716,successful,Jos*******@outlook.com,98******16,179999.6
34,968,Keith Davis,107,50000.0,Dining Table,Furniture,offline,Hyderabad,2025-11-09,4,Cash,0.15,KeithDavis@yahoo.com,6310144512,successful,Kei*******@yahoo.com,63******12,199999.85
35,390,Erika Knight,110,45000.0,Microwave,Home Appliances,online,Mumbai,2025-05-25,2,Card,0.1,Erika14@gmail.com,8802577025,successful,Eri****@gmail.com,88******25,89999.9
36,528,Kerri Rodriguez,102,70000.0,Phone,Electronics,offline,Chennai,2025-07-19,2,NetBanking,0.1,Kerri90@gmail.com,7758070493,successful,Ker****@gmail.com,77******93,139999.9
37,46,Mallory Boyd,103,1300.0,Shirt,Clothing,offline,Delhi,2026-01-07,3,UPI,0.1,Mallory7@gmail.com,6910302449,successful,Mal*****@gmail.com,69******49,3899.9
38,437,Carrie Landry,104,8000.0,Shoes,Clothing,offline,Delhi,2026-01-21,1,Cash,0.25,CarrieLandry@outlook.com,9913542206,successful,Car*********@outlook.com,99******06,7999.75
39,234,Kristin Taylor,104,8000.0,Shoes,Clothing,offline,Delhi,2025-12-01,1,Cash,0.1,KristinTaylor@outlook.com,6166223410,successful,Kri**********@outlook.com,61******10,7999.9
40,391,Catherine Beard,103,1300.0,Shirt,Clothing,offline,Mumbai,2026-08-03,2,NetBanking,0.3,Catherine33@gmail.com,9225547305,successful,Cat********@gmail.com,92******05,2599.7
41,743,Dorothy Davis,103,1300.0,Shirt,Clothing,online,Delhi,2025-12-22,3,NetBanking,0.1,DorothyDavis@yahoo.com,8478683600,successful,Dor*********@yahoo.com,84******00,3899.9
42,17,Duane Hall,105,45000.0,Tv,Electronics,online,Bangalore,2025-07-11,2,Cash,0.3,DuaneHall@outlook.com,7467001149,successful,Dua******@outlook.com,74******49,89999.7
43,861,Tim Brock,105,45000.0,Tv,Electronics,offline,Bangalore,2025-05-26,5,Card,0.4,TimBrock@outlook.com,8893431491,successful,Tim*****@outlook.com,88******91,224999.6
44,213,Nancy Lee,104,8000.0,Shoes,Clothing,offline,Hyderabad,2025-05-14,3,Card,0.25,NancyLee@yahoo.com,8856457242,successful,Nan*****@yahoo.com,88******42,23999.75
45,220,Maria Walker,104,8000.0,Shoes,Clothing,offline,Bangalore,2025-11-23,4,Cash,0.15,MariaWalker@gmail.com,7332505210,successful,Mar********@gmail.com,73******10,31999.85
46,463,Kevin Cruz,104,8000.0,Shoes,Clothing,online,Delhi,2025-04-27,5,UPI,0.1,KevinCruz@gmail.com,8067854173,successful,Kev******@gmail.com,80******73,39999.9
47,429,Michael Welch,101,250000.0,Laptop,Electronics,offline,Delhi,2025-08-27,4,NetBanking,0.1,MichaelWelch@gmail.com,9639123250,successful,Mic*********@gmail.com,96******50,999999.9
48,222,Emily Hernandez,108,15000.0,Mixer Grinder,Home Appliances,offline,Delhi,2025-07-11,1,Cash,0.25,EmilyHernandez@gmail.com,8919398256,successful,Emi***********@gmail.com,89******56,14999.75
49,971,Larry Ramos,103,1300.0,Shirt,Clothing,offline,Chennai,2025-07-10,5,UPI,0.2,Larry38@gmail.com,8961305114,successful,Lar****@gmail.com,89******14,6499.8
50,670,Fernando Kelly,106,80000.0,Sofa,Furniture,offline,Chennai,2025-05-31,5,UPI,0.15,FernandoKelly@yahoo.com,8959444911,successful,Fer**********@yahoo.com,89******11,399999.85
51,485,James Harris,107,50000.0,Dining Table,Furniture,online,Delhi,2025-07-12,2,Card,0.1,JamesHarris@yahoo.com,8465057157,successful,Jam********@yahoo.com,84******57,99999.9
52,883,Charles David,104,8000.0,Shoes,Clothing,online,Delhi,2025-07-17,1,Card,0.4,CharlesDavid@yahoo.com,6063347922,successful,Cha*********@yahoo.com,60******22,7999.6
53,202,Amanda Reed,103,1300.0,Shirt,Clothing,offline,Delhi,2025-11-03,1,Card,0.15,AmandaReed@yahoo.com,6574367299,successful,Ama*******@yahoo.com,65******99,1299.85
54,817,Nicole Ross,107,50000.0,Dining Table,Furniture,offline,Chennai,2025-07-25,3,Cash,0.25,Nicole68@gmail.com,8278149866,successful,Nic*****@gmail.com,82******66,149999.75
55,801,Brandi Bryan,104,8000.0,Shoes,Clothing,online,Delhi,2025-10-01,5,UPI,0.3,Brandi31@gmail.com,7456816583,successful,Bra*****@gmail.com,74******83,39999.7
56,284,Erin Richmond,104,8000.0,Shoes,Clothing,offline,Chennai,2026-02-20,2,NetBanking,0.4,ErinRichmond@gmail.com,9295628578,successful,Eri*********@gmail.com,92******78,15999.6
57,72,Michael Wood,105,45000.0,Tv,Electronics,online,Chennai,2025-12-31,5,Cash,0.2,Michael77@gmail.com,8385570077,successful,Mic******@gmail.com,83******77,224999.8
57,72,Michael Wood,105,45000.0,Tv,Electronics,online,Chennai,2025-12-31,5,Cash,0.2,Michael77@gmail.com,8385570077,failed,Mic******@gmail.com,83******77,224999.8
58,873,Tracy Bass,101,250000.0,Laptop,Electronics,offline,Hyderabad,2025-10-28,3,UPI,0.15,TracyBass@outlook.com,6881058034,successful,Tra******@outlook.com,68******34,749999.85
59,854,Dennis Dorsey,108,15000.0,Mixer Grinder,Home Appliances,online,Hyderabad,2025-07-13,3,NetBanking,0.15,DennisDorsey@yahoo.com,7070302116,successful,Den*********@yahoo.com,70******16,44999.85
60,874,Samuel Patel,106,80000.0,Sofa,Furniture,offline,Mumbai,2025-05-20,5,UPI,0.25,Samuel51@gmail.com,6800413067,successful,Sam*****@gmail.com,68******67,399999.75
61,507,Thomas Cameron,104,8000.0,Shoes,Clothing,offline,Delhi,2025-12-23,2,Cash,0.3,ThomasCameron@outlook.com,9216552264,successful,Tho**********@outlook.com,92******64,15999.7
62,736,Lisa Lee,104,8000.0,Shoes,Clothing,offline,Delhi,2025-06-07,4,NetBanking,0.05,Lisa63@gmail.com,7056446221,successful,Lis***@gmail.com,70******21,31999.95
63,182,Kathleen Castro,107,50000.0,Dining Table,Furniture,offline,Hyderabad,2026-02-25,5,NetBanking,0.35,KathleenCastro@outlook.com,8815269367,successful,Kat***********@outlook.com,88******67,249999.65
64,341,Cory Alvarado,110,45000.0,Microwave,Home Appliances,online,Mumbai,2025-12-14,3,NetBanking,0.1,CoryAlvarado@outlook.com,7632639155,successful,Cor*********@outlook.com,76******55,134999.9
65,937,Nicole Woods,108,15000.0,Mixer Grinder,Home Appliances,online,Mumbai,2025-04-22,2,NetBanking,0.25,NicoleWoods@yahoo.com,9340979075,successful,Nic********@yahoo.com,93******75,29999.75
66,164,Shawn Stewart,104,8000.0,Shoes,Clothing,offline,Chennai,2025-04-16,2,Card,0.3,ShawnStewart@gmail.com,7161144854,successful,Sha*********@gmail.com,71******54,15999.7
67,188,Allison Oliver,109,65000.0,Refrigerator,Home Appliances,online,Hyderabad,2026-04-04,3,Cash,0.3,AllisonOliver@gmail.com,9833717624,successful,All**********@gmail.com,98******24,194999.7
68,603,Shawn Roberson,104,8000.0,Shoes,Clothing,offline,Chennai,2025-09-30,4,Card,0.15,ShawnRoberson@gmail.com,6400752575,successful,Sha**********@gmail.com,64******75,31999.85
69,656,Adam White,104,8000.0,Shoes,Clothing,online,Hyderabad,2025-08-29,1,NetBanking,0.1,AdamWhite@yahoo.com,9099608407,successful,Ada******@yahoo.com,90******07,7999.9
70,687,Robert Estrada,110,45000.0,Microwave,Home Appliances,offline,Hyderabad,2026-04-05,1,UPI,0.1,RobertEstrada@yahoo.com,8685839773,successful,Rob**********@yahoo.com,86******73,44999.9
71,186,Dawn Garrett,105,45000.0,Tv,Electronics,offline,Chennai,2026-01-23,2,Card,0.3,Dawn29@gmail.com,9627230201,successful,Daw***@gmail.com,96******01,89999.7
72,865,Jessica Patterson,102,70000.0,Phone,Electronics,online,Hyderabad,2026-04-07,1,UPI,0.2,JessicaPatterson@outlook.com,9396230460,successful,Jes*************@outlook.com,93******60,69999.8
73,523,Emily Cohen,101,250000.0,Laptop,Electronics,offline,Chennai,2026-03-09,4,Card,0.1,EmilyCohen@gmail.com,9199259627,successful,Emi*******@gmail.com,91******27,999999.9
75,729,Elizabeth Hunt,108,15000.0,Mixer Grinder,Home Appliances,online,Mumbai,2025-08-10,1,NetBanking,0.1,ElizabethHunt@outlook.com,8909629121,successful,Eli**********@outlook.com,89******21,14999.9
78,874,Samuel Patel,104,8000.0,Shoes,Clothing,offline,Mumbai,2025-06-11,4,Cash,0.1,Samuel51@gmail.com,6800413067,successful,Sam*****@gmail.com,68******67,31999.9
79,977,Gloria Navarro,102,70000.0,Phone,Electronics,offline,Chennai,2025-05-16,5,UPI,0.3,GloriaNavarro@yahoo.com,7212940862,successful,Glo**********@yahoo.com,72******62,349999.7
80,735,Elizabeth Kemp,108,15000.0,Mixer Grinder,Home Appliances,online,Bangalore,2025-06-20,5,Cash,0.05,ElizabethKemp@yahoo.com,6508791868,successful,Eli**********@yahoo.com,65******68,74999.95
81,704,Susan Thomas,107,50000.0,Dining Table,Furniture,offline,Chennai,2026-04-14,5,UPI,0.25,SusanThomas@outlook.com,6067266032,successful,Sus********@outlook.com,60******32,249999.75
82,578,Kristi Wilson,101,250000.0,Laptop,Electronics,online,Chennai,2025-06-18,4,NetBanking,0.4,KristiWilson@yahoo.com,6043009323,successful,Kri*********@yahoo.com,60******23,999999.6
82,578,Kristi Wilson,101,250000.0,Laptop,Electronics,online,Chennai,2025-06-18,4,NetBanking,0.4,KristiWilson@yahoo.com,6043009323,failed,Kri*********@yahoo.com,60******23,999999.6
83,11,James Leblanc,110,45000.0,Microwave,Home Appliances,online,Delhi,2025-06-28,3,NetBanking,0.2,James92@gmail.com,8278100360,successful,Jam****@gmail.com,82******60,134999.8
84,379,Andres Stokes,105,45000.0,Tv,Electronics,offline,Mumbai,2025-11-07,5,UPI,0.2,AndresStokes@yahoo.com,8106400361,successful,And*********@yahoo.com,81******61,224999.8
84,379,Andres Stokes,105,45000.0,Tv,Electronics,offline,Mumbai,2025-11-07,5,UPI,0.2,AndresStokes@yahoo.com,8106400361,failed,And*********@yahoo.com,81******61,224999.8
85,108,Andrew Vazquez,101,250000.0,Laptop,Electronics,online,Delhi,2025-08-30,5,Card,0.1,AndrewVazquez@yahoo.com,9590808527,successful,And**********@yahoo.com,95******27,1249999.9
86,427,Kelly Mccormick,103,1300.0,Shirt,Clothing,offline,Delhi,2026-01-09,4,NetBanking,0.05,KellyMccormick@outlook.com,6077306970,successful,Kel***********@outlook.com,60******70,5199.95
87,454,Larry Perkins,102,70000.0,Phone,Electronics,offline,Mumbai,2025-11-04,1,Cash,0.15,LarryPerkins@yahoo.com,7903065336,successful,Lar*********@yahoo.com,79******36,69999.85
88,975,Jacqueline Doyle,110,45000.0,Microwave,Home Appliances,online,Hyderabad,2026-02-02,3,Card,0.2,JacquelineDoyle@outlook.com,8114950490,successful,Jac************@outlook.com,81******90,134999.8
89,992,William Rose,107,50000.0,Dining Table,Furniture,online,Hyderabad,2025-12-20,5,Cash,0.15,William30@gmail.com,6993050906,successful,Wil******@gmail.com,69******06,249999.85
90,439,Billy James,102,70000.0,Phone,Electronics,offline,Mumbai,2026-03-24,3,Card,0.4,BillyJames@outlook.com,8969007874,successful,Bil*******@outlook.com,89******74,209999.6
91,645,Joshua Burton,102,70000.0,Phone,Electronics,offline,Mumbai,2026-01-05,1,Cash,0.4,JoshuaBurton@outlook.com,6702016788,successful,Jos*********@outlook.com,67******88,69999.6
92,728,Lisa Miller,108,15000.0,Mixer Grinder,Home Appliances,offline,Chennai,2026-03-28,1,NetBanking,0.05,LisaMiller@gmail.com,8704743795,successful,Lis*******@gmail.com,87******95,14999.95
93,403,Taylor Ellison,102,70000.0,Phone,Electronics,offline,Bangalore,2025-12-16,5,UPI,0.15,TaylorEllison@gmail.com,8256289832,successful,Tay**********@gmail.com,82******32,349999.85
94,50,Stacey Henderson,104,8000.0,Shoes,Clothing,online,Mumbai,2025-02-11,4,Cash,0.25,Stacey33@gmail.com,6033182385,successful,Sta*****@gmail.com,60******85,31999.75
95,478,Crystal Mejia,107,50000.0,Dining Table,Furniture,online,Mumbai,2025-07-18,1,Cash,0.4,CrystalMejia@outlook.com,8434061187,successful,Cry*********@outlook.com,84******87,49999.6
96,153,Stephanie Hanna,110,45000.0,Microwave,Home Appliances,offline,Hyderabad,2025-12-27,1,Card,0.15,StephanieHanna@outlook.com,9697218701,successful,Ste***********@outlook.com,96******01,44999.85
98,372,Brandon Gordon,105,45000.0,Tv,Electronics,offline,Mumbai,2025-10-31,5,UPI,0.15,Brandon83@gmail.com,7856541702,successful,Bra******@gmail.com,78******02,224999.85
99,753,Kelly Ball,102,70000.0,Phone,Electronics,online,Delhi,2025-10-07,3,Card,0.15,KellyBall@gmail.com,6595322869,successful,Kel******@gmail.com,65******69,209999.85
100,864,Cameron Black,109,65000.0,Refrigerator,Home Appliances,online,Chennai,2025-04-20,1,UPI,0.15,CameronBlack@yahoo.com,9938169477,successful,Cam*********@yahoo.com,99******77,64999.85
101,645,Joshua Burton,102,70000.0,Phone,Electronics,online,Mumbai,2026-02-19,1,Card,0.25,JoshuaBurton@outlook.com,6702016788,successful,Jos*********@outlook.com,67******88,69999.75
102,1000,Shannon Haley,103,1300.0,Shirt,Clothing,online,Bangalore,2025-05-30,3,NetBanking,0.15,Shannon54@gmail.com,7650606701,successful,Sha******@gmail.com,76******01,3899.85
103,909,Jacqueline Frye,105,45000.0,Tv,Electronics,online,Chennai,2025-09-05,3,Cash,0.35,JacquelineFrye@gmail.com,6054912895,successful,Jac***********@gmail.com,60******95,134999.65
104,788,William Wright,107,50000.0,Dining Table,Furniture,offline,Bangalore,2025-06-30,2,UPI,0.15,WilliamWright@gmail.com,8502405393,successful,Wil**********@gmail.com,85******93,99999.85
105,713,Jason Griffin,107,50000.0,Dining Table,Furniture,online,Hyderabad,2026-02-26,1,NetBanking,0.05,Jason36@gmail.com,8944628007,successful,Jas****@gmail.com,89******07,49999.95
106,54,Jessica Hernandez,105,45000.0,Tv,Electronics,offline,Hyderabad,2026-02-27,2,Card,0.05,JessicaHernandez@outlook.com,7144391854,successful,Jes*************@outlook.com,71******54,89999.95
107,89,Joseph Davis,106,80000.0,Sofa,Furniture,offline,Hyderabad,2025-03-09,4,UPI,0.35,JosephDavis@yahoo.com,7335998548,successful,Jos********@yahoo.com,73******48,319999.65
108,724,Kimberly Winters,103,1300.0,Shirt,Clothing,offline,Chennai,2025-06-22,4,Card,0.35,Kimberly55@gmail.com,8442961493,successful,Kim*******@gmail.com,84******93,5199.65
109,128,Ethan Porter,104,8000.0,Shoes,Clothing,online,Bangalore,2026-02-03,3,Card,0.2,EthanPorter@yahoo.com,6960954264,successful,Eth********@yahoo.com,69******64,23999.8
110,264,Kelli Johnson,107,50000.0,Dining Table,Furniture,offline,Bangalore,2025-08-25,2,Cash,0.2,Kelli81@gmail.com,9866676731,successful,Kel****@gmail.com,98******31,99999.8
111,637,Kevin King,106,80000.0,Sofa,Furniture,online,Bangalore,2026-02-18,5,Cash,0.1,KevinKing@yahoo.com,8955005430,successful,Kev******@yahoo.com,89******30,399999.9
112,381,Melissa Garza,102,70000.0,Phone,Electronics,offline,Hyderabad,2025-09-14,1,Cash,0.15,MelissaGarza@gmail.com,6928004306,successful,Mel*********@gmail.com,69******06,69999.85
113,286,Carmen Sanders,108,15000.0,Mixer Grinder,Home Appliances,online,Hyderabad,2026-01-12,4,NetBanking,0.4,Carmen60@gmail.com,8828050019,successful,Car*****@gmail.com,88******19,59999.6
114,484,Eric Cabrera,101,250000.0,Laptop,Electronics,online,Bangalore,2025-04-07,3,NetBanking,0.25,EricCabrera@gmail.com,6116978733,successful,Eri********@gmail.com,61******33,749999.75
115,270,Katherine Shaw,107,50000.0,Dining Table,Furniture,online,Chennai,2025-12-16,1,Card,0.1,KatherineShaw@yahoo.com,9069927908,successful,Kat**********@yahoo.com,90******08,49999.9
116,756,Juan Mata,103,1300.0,Shirt,Clothing,online,Bangalore,2025-11-22,4,NetBanking,0.2,JuanMata@yahoo.com,6819524818,successful,Jua*****@yahoo.com,68******18,5199.8
117,937,Nicole Woods,107,50000.0,Dining Table,Furniture,online,Mumbai,2025-07-28,4,NetBanking,0.35,NicoleWoods@yahoo.com,9340979075,successful,Nic********@yahoo.com,93******75,199999.65
118,206,Kevin Cox,105,45000.0,Tv,Electronics,online,Chennai,2025-04-18,1,UPI,0.4,KevinCox@outlook.com,9312735408,successful,Kev*****@outlook.com,93******08,44999.6
119,822,Christine Rivera,101,250000.0,Laptop,Electronics,online,Hyderabad,2026-02-24,2,NetBanking,0.25,ChristineRivera@yahoo.com,6691516621,successful,Chr************@yahoo.com,66******21,499999.75
120,618,Alan Torres,110,45000.0,Microwave,Home Appliances,offline,Chennai,2025-09-23,5,Card,0.25,AlanTorres@yahoo.com,7353183305,successful,Ala*******@yahoo.com,73******05,224999.75
121,175,Shelby Casey,109,65000.0,Refrigerator,Home Appliances,offline,Hyderabad,2025-05-30,1,Card,0.25,Shelby95@gmail.com,8155671133,successful,She*****@gmail.com,81******33,64999.75
122,549,Jacob Hopkins,102,70000.0,Phone,Electronics,online,Bangalore,2025-05-17,4,Cash,0.15,Jacob69@gmail.com,6812496590,successful,Jac****@gmail.com,68******90,279999.85
123,387,Kenneth Rocha,110,45000.0,Microwave,Home Appliances,offline,Mumbai,2025-06-30,5,UPI,0.3,KennethRocha@outlook.com,6385183283,successful,Ken*********@outlook.com,63******83,224999.7
124,592,Timothy Medina,104,8000.0,Shoes,Clothing,offline,Delhi,2026-03-04,3,Card,0.35,Timothy8@gmail.com,7059828501,successful,Tim*****@gmail.com,70******01,23999.65
125,580,Meredith Walker,107,50000.0,Dining Table,Furniture,offline,Chennai,2025-10-13,2,Card,0.25,MeredithWalker@yahoo.com,7850497146,successful,Mer***********@yahoo.com,78******46,99999.75
126,17,Duane Hall,101,250000.0,Laptop,Electronics,online,Bangalore,2026-02-25,1,Card,0.15,DuaneHall@outlook.com,7467001149,successful,Dua******@outlook.com,74******49,249999.85
126,17,Duane Hall,101,250000.0,Laptop,Electronics,online,Bangalore,2026-02-25,1,Card,0.15,DuaneHall@outlook.com,7467001149,failed,Dua******@outlook.com,74******49,249999.85
127,115,Linda Graham,101,250000.0,Laptop,Electronics,online,Chennai,2026-03-24,1,UPI,0.4,LindaGraham@gmail.com,8692481568,successful,Lin********@gmail.com,86******68,249999.6
127,115,Linda Graham,101,250000.0,Laptop,Electronics,online,Chennai,2026-03-24,1,UPI,0.4,LindaGraham@gmail.com,8692481568,failed,Lin********@gmail.com,86******68,249999.6
128,710,April Moore,101,250000.0,Laptop,Electronics,offline,Mumbai,2025-07-22,3,Cash,0.3,AprilMoore@gmail.com,9772271176,successful,Apr*******@gmail.com,97******76,749999.7
129,150,Donald Bradley,104,8000.0,Shoes,Clothing,offline,Mumbai,2026-01-17,5,Cash,0.4,Donald58@gmail.com,6372599420,successful,Don*****@gmail.com,63******20,39999.6
130,149,Ashley Mejia,103,1300.0,Shirt,Clothing,online,Chennai,2025-11-23,1,Card,0.15,AshleyMejia@outlook.com,6877766443,successful,Ash********@outlook.com,68******43,1299.85
130,149,Ashley Mejia,103,1300.0,Shirt,Clothing,online,Chennai,2025-11-23,1,Card,0.15,AshleyMejia@outlook.com,6877766443,failed,Ash********@outlook.com,68******43,1299.85
131,274,Joseph Parker,107,50000.0,Dining Table,Furniture,online,Bangalore,2026-01-06,1,UPI,0.15,JosephParker@gmail.com,7902179206,successful,Jos*********@gmail.com,79******06,49999.85
132,173,Joshua Smith,109,65000.0,Refrigerator,Home Appliances,online,Delhi,2025-06-07,2,UPI,0.4,JoshuaSmith@outlook.com,9374137378,successful,Jos********@outlook.com,93******78,129999.6
134,702,Robert Jackson,108,15000.0,Mixer Grinder,Home Appliances,online,Delhi,2025-09-30,1,UPI,0.05,RobertJackson@gmail.com,8175096138,successful,Rob**********@gmail.com,81******38,14999.95
135,362,David Wells,101,250000.0,Laptop,Electronics,offline,Bangalore,2025-11-25,5,Cash,0.2,DavidWells@yahoo.com,7619729722,successful,Dav*******@yahoo.com,76******22,1249999.8
136,863,Travis Morgan,101,250000.0,Laptop,Electronics,online,Bangalore,2025-05-24,1,Card,0.15,Travis41@gmail.com,7182704457,successful,Tra*****@gmail.com,71******57,249999.85
137,38,Laura Shelton,103,1300.0,Shirt,Clothing,online,Bangalore,2026-02-08,4,Card,0.05,LauraShelton@gmail.com,6595077405,successful,Lau*********@gmail.com,65******05,5199.95
138,432,Charles Nelson,103,1300.0,Shirt,Clothing,offline,Mumbai,2026-02-22,4,NetBanking,0.4,CharlesNelson@yahoo.com,9047961774,successful,Cha**********@yahoo.com,90******74,5199.6
139,907,Jeffrey Mccall,109,65000.0,Refrigerator,Home Appliances,online,Hyderabad,2026-02-17,4,NetBanking,0.05,Jeffrey63@gmail.com,6709574650,successful,Jef******@gmail.com,67******50,259999.95
140,400,Brenda Johnson,101,250000.0,Laptop,Electronics,online,Chennai,2025-06-09,4,NetBanking,0.1,BrendaJohnson@yahoo.com,7955488393,successful,Bre**********@yahoo.com,79******93,999999.9
